transcript_id	transcript
11047	The winner will be announced by early summer.
11048	I always said No.
11049	He was different from the rest of us.
11050	Tartan Day is not a Scottish event.
11051	So now you know.
11052	But, at the same time, they made you think about life.
11053	We have obviously got some work to do.
11054	Which he can do.
11055	And we're talking Big Money.
11056	With Pierre, you can never be sure.
11057	There was a great support all round the route.
11058	Both managements are very supportive.
11059	This is important for two reasons.
11060	It's been like that for ages, according to the guys.
11061	Is that where we are?
11062	There was no energy behind it.
11063	They have not allowed them to defend themselves.
11064	I get very excited by that.
11065	In the end, it will mean an awful lot.
11066	However, there are signs of dissent among his collies.
11067	There's nothing for you here.
11068	I have not come in to take over.
11069	I want to win this thing.
11070	Three months or so later, they are returning.
11071	It was no surprise.
11072	We could feel the heat.
11073	He was a member of the Tartan Army.
11074	I wanted to win so badly.
11075	The offer of help is there for anyone.
11076	Times have changed, but have they improved?
11077	Later we discovered it was a hoax.
11078	It could take three days.
11079	It was totally my fault.
11080	Tomorrow night is the important game.
11081	He's very good at relating to adults.
11082	It was a move which appealed to him.
11083	It was very personal and very intimate.
11084	Maybe that was the whole point.
11085	They will pass it on to Jim Wallace, the justice minister.
11086	We already have them, all over Europe.
11087	I thought they played very well.
11088	We should just say no.
11089	I didn't make those adjustments.
11090	He told the conference.
11091	It's not one for the purist.
11092	This could be a recipe for conflict.
11093	We are taking advice on this.
11094	It was just an accident of birth.
11095	I've no doubt about it, it was actually from her.
11096	The world is split into two.
11097	It was so physical.
11098	He always has been, since his early days with the Scottish Opera.
11099	It is extremely sad.
11100	Europe is a hugely contentious issue.
11101	And therein lies the whole problem.
11102	He was not deterred.
11103	But the Premiership is everything to us.
11104	But we have come under attack.
11105	That is his attitude to things.
11106	And what was that like, as an experience?
11107	No finals are to be contested today.
11108	This is not a struggle against Islam.
11109	It is in our own hands.
11110	We may make a short-term appointment.
11111	I'm not changing my mind.
11112	Tony Blair is obviously panicking.
11113	We welcome this increase in the minimum wage.
11114	The approval system will be changed.
11115	I can't blame the fans.
11116	So far they have refused.
11117	He took my breath away.
11118	It's good fun, and makes it so much more interesting.
11119	This influence, to the audience, is like an arrow.
11120	It had won an investors in people award.
11121	He was to get his chance.
11122	I'll always remember the horrible images.
11123	That's why they go to the opera.
11124	The trouble is, though,there is no simple solution.
11125	I am getting long in the tooth.
11126	He was sentenced to seven years.
11127	I would recommend it.
11128	Charles Gordon, leader of the Glasgow City Council declined to comment.
11129	She'd gone to the Catholic school.
11130	Where was their passion, the power and feeling?
11131	This is a lie.
11132	They'll have to pay more.
11133	It's the taking part that counts.
11134	People are fed up.
11135	It's a sign of the times.
11136	Once we have done that, the tender will be put out.
11137	The public have been very supportive.
11138	It seems a little short to me.
11139	I welcome this new service.
11140	Then it developed into civil and criminal.
11141	The law should be changed.
11142	I will be standing.
11143	The attack was totally unprovoked.
11144	The plot is simple.
11145	They've not let anyone into the loop.
11146	Looking at him is proof of the pudding.
11147	I knew he was dying.
11148	He's a key player in Scotland.
11149	He loved his children.
11150	She wondered why we were interested.
11151	An appeal was made to the presiding officer.
11152	This, too, could provoke a risky business.
11153	We have always been, and remain confident of the securing of order.
11154	This man is serious about his work.
11155	Liberal Democrat leader makes the hash of it.
11156	They are a very powerful and tasty side.
11157	I'm delighted for Simon.
11158	Here we have not had one hour.
11159	I just don't know where he is.
11160	Golf is an expensive game for beginners.
11161	He would take up the bike.
11162	He sat down at the piano.
11163	The sun is worth a million dollars.
11164	I'm sure they love it.
11165	We are going to change our party.
11166	The hangover was Olympian.
11167	We are here for the long term.
11168	More likely, perhaps, is that he will stay in England.
11169	It's not realistic because it's early days.
11170	Let's not go overboard.
11171	I only half believed it.
11172	On reflection, it is more than that.
11173	They couldn't believe what had happened.
11174	This must be wrong.
11175	I am delighted to hear this wonderful news.
11176	It is a family day out.
11177	It's just for me.
11178	History is usually written by the victors.
11179	That would be dangerous.
11180	They're completely different from each other.
11181	He was extremely nervous.
11182	We still don't know what's happened.
11183	A win was a real achievement.
11184	Suddenly, directing was the thing he wanted to do.
11185	I am prepared to help make it happen.
11186	This is not presently the case.
11187	Mummy believed in one thing above all.
11188	But the price has been very high.
11189	Where is the structure?
11190	There's still time for that.
11191	Teams are always interesting to watch.
11192	That wasn't for me.
11193	I am delighted with today's win.
11194	Next time around, it will be different.
11195	That is a brand name.
11196	It is best value.
11197	That has not changed.
11198	We are not ruling it out.
11199	This doesn't have to be our future.
11200	I think he was surprised.
11201	That gives us a bit of a chance.
11202	I have good memories of Glasgow.
11203	We can do nothing about that.
11204	Or rather he did and he didn't.
11205	Government sources said, It is building up.
11206	Arsenal considered the job done.
11207	On occasions he succeeded.
11208	I'd never be free.
11209	Luckily for us, he enjoyed the experience.
11210	We will be stronger in Berlin.
11211	It is so damaging.
11212	We have rebuilt and reformed.
11213	It was certainly intense.
11214	He refused to discuss his imminent retiral.
11215	He denied that taxpayers money was involved.
11216	It feels like too much.
11217	There's no support for it at all.
11218	It's really nothing new.
11219	There is no going back.
11220	Courtenay took over on tour.
11221	If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed forms yellow.
11222	I am very happy with the result.
11223	It is deeply worrying.
11224	Are we not men?
11225	How could it not?
11226	Another former manager, Bobby Robson said.
11227	We are proud of them.
11228	That incident altered the pattern of the game.
11229	It was pretty special.
11230	Whatever we are doing, they have good reason to come.
11231	I should say so.
11232	Yet therein is the problem.
11233	This isn't a new problem.
11234	There can be no dispute about our history.
11235	The crowd was waiting.
11236	It was a joy.
11237	It's the same with cinema.
11238	I have been there many times.
11239	They enjoy playing the game.
11240	It is not standing army.
11241	The second is freedom.
11242	Get used to it.
11243	But we will learn from that.
11244	We couldn't afford it.
11245	The issues are not going to change.
11246	Would you have ever believed that was possible?
11247	I don't think it is.
11248	There are no other contenders.
11249	We have to get this sorted out.
11250	Singing is my first love.
11251	When is it ever anything else?
11252	That is unlikely to happen.
11253	This is not finished.
11254	It was one of the firemen.
11255	Don't you believe it.
11256	I want to keep playing.
11257	That is how we will be judged.
11258	We are getting there.
11259	He, too, is keen to redress the balance.
11260	It's almost certainly not going to help.
11261	Why does it come out now?
11262	It's better than that, it's fantastic.
11263	Everyone in front of me was dead.
11264	I have thought a lot about the Commonwealths.
11265	It's very hard to plan for it.
11266	He is that good.
11267	We did not have a clue.
11268	We need to be more specific.
11269	This is the man who provides the hope.
11270	He has been banned from the Salmon Inn.
11271	Then there is the Mini itself.
11272	It's good for the city.
11273	Because he usually is.
11274	I hope he gets it.
11275	I am here to work for Scottish Labour.
11276	I can't do anything before nine.
11277	However, they should not come as a surprise.
11278	It could last five months.
11279	Everything is accounted for.
11280	The support from the general public was astounding.
11281	About time too, you might think.
11282	We have made mistakes and were badly punished.
11283	We've got a mixture of both.
11284	I'm very happy to be here.
11285	This is not the case.
11286	This one was supposed to be so different.
11287	It has been difficult for her to do, he says.
11288	Cloning is not ready.
11289	New Labour are running scared.
11290	Don't hold your breath!
11291	Safety is our first concern.
11292	Inspections are not the problem.
11293	I've been enjoying it, though.
11294	I'm trying to be relaxed about the future.
11295	It's part of the end game.
11296	Do they play for the money?
11297	The claim was denied by the first minister.
11298	More than that, it's a vicious circle.
11299	And how much of a compliment is that?
11300	I have friends in Glasgow.
11301	There's nothing to be gained by it.
11302	We have been through this with the lawyers.
11303	I'm not interested in the job.
11304	The warnings were a good reminder.
11305	The biggest resource is our staff.
11306	How will we get there?
11307	She told me to stop.
11308	I wish him well for the future.
11309	The lads are having a tour.
11310	These were the dreams.
11311	But we must work in harmony.
11312	There is no other way.
11313	I don't have any regrets about the edit.
11314	That does not mean we have failed.
11315	He has refused to do that.
11316	This is a personal decision for me.
11317	When will you listen?
11318	I'm happy that we have agreed.
11319	All of them were killed.
11320	Not that it is unique.
11321	Some injustice was committed.
11322	I didn't expect to be in.
11323	I reckon he won't make the mistake again.
11324	I am not a liar.
11325	The cause remained a mystery last night.
11326	I had no experience at all.
11327	Yet he remains confident enough.
11328	I just made it.
11329	There was no secrecy.
11330	Even then it might be difficult.
11331	It was complete nonsense.
11332	It is three years.
11333	They are not always the same person.
11334	This is a very special moment for me.
11335	It is a daunting task.
11336	But he made a mistake in picking it.
11337	This is an appealing record.
11338	This is a problem we have to tackle.
11339	No person has been charged.
11340	One paper was not returned.
11341	I don't want to do too much.
11342	We don't have money to get to town.
11343	We have great support.
11344	One would not want to go there anyway.
11345	And it's difficult to argue.
11346	There is a problem.
11347	They are very concerned, and you can understand that.
11348	Was it too obvious?
11349	Wouldn't it be nice?
11350	It is a terrible thing to have happened.
11351	The work was suspended following the kidnap.
11352	She becomes a mother.
11353	He is very much respected within the group.
11354	People want to learn.
11355	But it was fun.
11356	Inside, there is a kind of madness.
11357	I'd like to run.
11358	I am a player.
11359	He was not alone.
11360	Who wouldn't do it?
11361	We are all in the frontline.
11362	Further expansion is possible.
11363	I'm interested in all kinds of history.
11364	We know we have the quality.
11365	It may be the first of many.
11366	It runs in cycles.
11367	I spoke to him yesterday.
11368	We are looking very hard at ourselves.
11369	I am not going to sit back.
11370	But this is even worse.
11371	The truth is he probably doesn't.
11372	There were few surprises.
11373	He is a one-off.
11374	She is having an affair with his partner.
11375	The pressure is enormous.
11376	I am not that sadistic.
11377	Are you all right?
11378	I'm certainly thinking about retirement.
11379	But we say Yes - and we are the people.
11380	Is it any good?
11381	It would be that absurd.
11382	As if he would.
11383	I just carry on with my work.
11384	His attacker has been a Rangers fan.
11385	He wants the festival to make a difference.
11386	The auction has seven days to run.
11387	They want to prove a point.
11388	Would he ever go back to the beginning?
11389	What is going on?
11390	We thought we were looking in good shape.
11391	Tonight is very special.
11392	This is a matter of life and death.
11393	Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a sack for her brother Bob.
11394	It's a big mystery.
11395	What is a house without it?
11396	It's about the balance.
11397	It really has not been their season.
11398	I want somebody with something to prove.
11399	There was a ban on reporting the trial.
11400	I don't think the action was a mistake.
11401	You go in there and do it.
11402	We were in Italy suddenly, we knew.
11403	What will happen to them today?
11404	It was electric, amazing.
11405	I said to him.
11406	Labour has been found out on public spending.
11407	he told a producer.
11408	That is not the place for her.
11409	We have to work together.
11410	I don't think that he won't be released.
11411	It means it is difficult.
11412	But they were true stories.
11413	I needed to get away.
11414	I will make that point tonight.
11415	There are two things we have to do.
11416	Are they going to work together again?
11417	We need to do that every week.
11418	But what did it matter?
11419	Hopefully it will be tomorrow night.
11420	I am not retaining him.
11421	It has affected it, obviously.
11422	And he's not a bigot.
11423	But summer is spent.
11424	Services are being expanded, too.
11425	It is extremely fortunate.
11426	Today is the first step in that process.
11427	That should be fun.
11428	What we were doing.
11429	It all happened so suddenly.
11430	I won't let that happen.
11431	Or have they?
11432	There is no change in the strategy.
11433	I am not completely insane.
11434	We spoke about a few people.
11435	She had to learn a new discipline.
11436	In fact, he took it very well.
11437	Quite a lot of people know that, actually.
11438	We did it in one take.
11439	What will it be?
11440	The search is due to be completed today.
11441	What you sow, you have to reap.
11442	Six men will take the decision.
11443	To have Mr Clinton is quite an accolade.
11444	We should not be surprised at that.
11445	We have been so lucky.
11446	It was all over now.
11447	But it was only a matter of time.
11448	I always liked to get a laugh.
11449	I still hope to go.
11450	We're not that bad.
11451	Today is a victory for the Scottish Parliament.
11452	There are exciting days ahead.
11453	We're very, very happy.
11454	There could be a possible connection.
11455	But there was everything!
11456	That imbalance was evident in their play.
11457	However, the drama was not over.
11458	But it was not just the land.
11459	We are still waiting.
11460	It happened again yesterday.
11461	He will be a major challenger next year.
11462	That question was never asked.
11463	I am not inclined to believe it.
11464	How can they tell?
11465	My ambition is to make the cut.
11466	It will be for the committee to decide.
11467	Rangers must be winners, it says.
11468	He was part of the family.
11469	But it does not matter.
11470	Sadly, he has a point.
11471	It was so sad.
11472	Mind you, all was not lost.
11473	We were extremely lucky.
11474	It was an amazing time.
11475	The hearing is expected to continue today.
11476	It is just a matter of time.
11477	This news is really depressing.
11478	I'm not fit for anything else.
11479	The day may come, but not for a while.
11480	The enemy was time.
11481	He would have done the same to me.
11482	What were they told?
11483	More cases are expected.
11484	My condition is not bad.
11485	Tomorrow is a big day for Scotland.
11486	I would like to make an impact, of course.
11487	The goal is clear.
11488	Just think about the lines.
11489	It all depends on the wind.
11490	I was very influenced by him.
11491	This was certainly not about money.
11492	A film is different from a book.
11493	Within three days he was dead.
11494	You'll find out on Saturday.
11495	We know that from recent experience.
11496	This could be wonderful.
11497	He loved it, and so did they.
11498	The other was a football match.
11499	They have the players to do it.
11500	He has made a step forward.
11501	That was very important.
11502	This will have to change.
11503	It was a very strong metaphor.
11504	We are going to have a party.
11505	I'm very happy that it exploded.
11506	Lester was like that.
11507	Look at New Labour, it hasn't worked.
11508	That's a matter for them.
11509	We were never told it was already decided.
11510	It is part of our heritage.
11511	It is not as simple as that.
11512	Find them somebody they deserve.
11513	We're not getting involved.
11514	The lottery has helped.
11515	They know the language.
11516	You cannot do that in a lobby.
11517	We will all suffer as a result.
11518	Without doubt, they can win the title.
11519	What's it about?
11520	We are looking to the future.
11521	The signs are positive.
11522	I called it right.
11523	It has to be put in context.
11524	I think we can get there.
11525	No, they have played well.
11526	The reaction of staff has been fantastic.
11527	The answer is obviously no.
11528	I'll take it as it comes.
11529	I think we're the better side.
11530	There are two mysteries.
11531	I could have been killed on that day.
11532	It is very enjoyable.
11533	Now, that would impress the kids.
11534	But that is for another day.
11535	It was not like that at all.
11536	Police are appealing for witnesses.
11537	I was very surprised.
11538	We all knew they could do it.
11539	It's about taking risks.
11540	There are not too many like him.
11541	The memory is there.
11542	It was an amazing experience.
11543	The police are hopeless.
11544	We are deeply concerned at the announcement.
11545	That's the important thing.
11546	Should he resign?
11547	They have to live with the risk.
11548	It is, but that's not the point.
11549	It was my whole life.
11550	It was a classic.
11551	However, it is going to happen.
11552	This time it really could happen.
11553	It does nothing for me.
11554	But that's another story.
11555	I think it has worked.
11556	No other family members could be contacted.
11557	There is nothing to be gained from that.
11558	We're very proud of him and his achievement.
11559	But do not rely on it.
11560	What do you want.
11561	That prevented any recurrence of the problem.
11562	I think we could do well in Europe.
11563	And yet, there has been no great impact.
11564	I'm not there yet but it is close.
11565	But it will not work again.
11566	Even then he wanted to deflect attention.
11567	I have nothing to say on that.
11568	The rest is his own.
11569	I have no worry about that.
11570	It turned out to have been three hours.
11571	That is exactly right.
11572	That is not good for golf!
11573	We know the goals will come.
11574	But it did not last.
11575	We have nothing to lose.
11576	The first time it was rejected.
11577	No-one can take it in.
11578	They were following his orders.
11579	That is an entirely different discipline.
11580	It was an insult.
11581	Yet there is hope.
11582	Referees in Scotland are very weak.
11583	That was a fairy tale.
11584	I would love to do that.
11585	You'll have to wait and see.
11586	It wasn't the issue.
11587	The number never came.
11588	I really have to go now.
11589	We are going to listen to Britain.
11590	There isn't much of a scene in Austria.
11591	Words are not enough.
11592	We have expected it.
11593	Well, that was the plan.
11594	The problem is fairly serious.
11595	No decisions have been taken.
11596	It's the body that counts.
11597	Sprinters are not fit.
11598	This has been coming for weeks and weeks.
11599	Let's not make that mistake again.
11600	That's why he is the prime minister.
11601	Only injury has prevented that happening before.
11602	They have to be dealt with.
11603	So what was he really doing?
11604	I don't want to go anywhere.
11605	How do we get a bigger stage?
11606	We're very close to being a good team.
11607	I thought their commitment was superb.
11608	My mind is the most important thing now.
11609	I had nothing to lose.
11610	I thought to myself.
11611	We're talking to the US.
11612	Thereafter they were again in control.
11613	You have to keep the focus alive.
11614	It could have been a ceilidh.
11615	I cannot really commit.
11616	Sadly, so did a couple of errors.
11617	This is a new beginning.
11618	He is doing just that.
11619	But there are signs of a revival.
11620	I thought it was a great game.
11621	Just get on with it.
11622	Germany also said it was unimpressed.
11623	It shows the Government is listening.
11624	They want it to work.
11625	They still have a great sense of humour.
11626	He was at the outset of his career.
11627	Our position is quite clear.
11628	It could now be up to the courts.
11629	We can make a difference.
11630	This was not a contest.
11631	So far the weather has been very pleasant.
11632	Breaching that condition was itself an offence.
11633	I cannot describe it.
11634	It is not designed to kill.
11635	We'll have to be satisfied with it.
11636	Gordon Brown did not inherit a mess.
11637	It is good football in Scotland.
11638	There is no other option.
11639	You can feel the tension in the air.
11640	It is about more than Scotland.
11641	It's not just going to be busy.
11642	She was so supportive.
11643	I'm delighted with our performance.
11644	We await a decision.
11645	It is an investment in our product.
11646	What would you ask?
11647	We have got to deal with it.
11648	Where do we spend it?
11649	I don't know how she does it.
11650	I saw it later in the news.
11651	Now we must look to the future.
11652	I didn't play badly.
11653	They are looking for partners.
11654	We should have been rewarded for producing.
11655	I am also delighted for all the players.
11656	He did very well, but didn't win.
11657	There is no shortage of questions.
11658	Couldn't see the point.
11659	Others have tried to explain this phenomenon physically.
11660	It would be nice.
11661	We are not prepared to do that.
11662	We've just decided to do something about it.
11663	But it's not just about that.
11664	He was very close.
11665	But someone has to take them.
11666	We don't find any danger from them.
11667	They were appalling, disgraceful.
11668	Who was that?
11669	We didn't deserve to win.
11670	This is great news.
11671	That was a month ago.
11672	It would be another reason to live.
11673	I felt under a lot of pressure.
11674	But it was no problem.
11675	This has been a difficult time for me.
11676	Where is the money coming from?
11677	It needs a rethink.
11678	Why does it work?
11679	He would have been wrong.
11680	He played really, really well.
11681	He was right of course.
11682	That, however, was the exception.
11683	This has been a long process.
11684	It's probably just as well.
11685	It is time for the talking to stop.
11686	We were very close.
11687	If only it were so.
11688	They do not deliver.
11689	However, that is just for starters.
11690	This can be extreme.
11691	Would she remember the music?
11692	Mr Masterton said he was very hopeful.
11693	He is now back in Britain.
11694	There was no commission.
11695	It is time to be realistic.
11696	But we never wanted to do that here.
11697	The money will go straight to the headteacher.
11698	He said, we're delighted by the vote.
11699	This is a terrible tragedy.
11700	I'm delighted to be coming back home.
11701	He said he never saw it.
11702	He did not have to stop and think.
11703	We deserved to win it.
11704	Or did it?
11705	His own excitement is never difficult to detect.
11706	He almost admitted as much.
11707	So what is the problem?
11708	We believe it to be completely without merit.
11709	He didn't bother a soul.
11710	That was my first reaction.
11711	Fishing is a declining industry.
11712	Are there any he wants to play?
11713	The film is on a tightrope.
11714	I have never been in anything like that.
11715	We have got to the top.
11716	And it worked, so we kept it.
11717	Yes, we can beat them.
11718	You need that freedom in society.
11719	Who do you think will win?
11720	I certainly would not accept this decision.
11721	This research is extremely promising.
11722	Weather conditions were good, he added.
11723	He was shaking like a leaf.
11724	How did he know?
11725	He will have to live with his words.
11726	They are working very well.
11727	He is advised that he has done so.
11728	Annika is very, very fit.
11729	This is not quite right.
11730	It really is tremendous.
11731	This is a recipe for disaster.
11732	The wind was coming from all directions.
11733	So we started building a home.
11734	It will not happen overnight.
11735	What then is wrong?
11736	My brother is not like that.
11737	He was very fit.
11738	It was very exciting.
11739	As far as we're concerned, the matter is closed.
11740	It is no more than a shell.
11741	And did they have sex?
11742	But he was a really nice man.
11743	It was very close.
11744	It gives us hope.
11745	We can't determine that clearly.
11746	Are you the man from The Herald?
11747	And that's it?
11748	Of course the ending was fantastic.
11749	I want to be frank.
11750	Yet it seemed to work.
11751	I think it was just a tragic accident.
11752	We haven't been able to go and see.
11753	It works, as well.
11754	I can't say anything.
11755	This was all well and good.
11756	This is a disaster for us.
11757	What does that mean?
11758	This is your life.
11759	He can be beaten.
11760	He had been on holiday visiting his grandmother.
11761	Why does he do it?
11762	They are very clever and very dangerous.
11763	We lost out a little bit.
11764	I had just taken it off.
11765	It was properly reported to us.
11766	He was outstanding today - the best player on the park.
11767	Everything happened so quickly.
11768	I am feeling a bit better.
11769	Everyone here is heartbroken.
11770	We have no further comment to make.
11771	This produces exactly the opposite effect.
11772	You have to keep it on the fairways.
11773	I don't like to fail.
11774	I really didn't think he would.
11775	He may have a long wait.
11776	They have already done that.
11777	Later, a very different story emerged.
11778	So it should be.
11779	It's hard to say.
11780	Her heart was not in it.
11781	They are now collapsing.
11782	Government funding is not a problem.
11783	We just did not want to believe it.
11784	The medal itself is not that important.
11785	The time for change is now.
11786	They deserved to beat us in the replay.
11787	We've got to get this right.
11788	They set up to win the hole.
11789	Let's make this clear.
11790	It was quite simply, delicious.
11791	I can't believe it happened.
11792	Thankfully it was cleared up.
11793	The game will be at a football stadium.
11794	They were his words.
11795	People were very confused.
11796	We've had a lot of adjusting to do.
11797	I am very relieved.
11798	The people have been really friendly.
11799	Aberdeen were difficult to break down.
11800	That, though, is not true.
11801	I hope he comes back.
11802	They made up for it on Saturday.
11803	That was our mission.
11804	The second half was a different affair.
11805	I've done it all.
11806	They've had a good start as well.
11807	One thing is clear.
11808	We might never see him again.
11809	They were very unfair to him.
11810	I have spoken to my brother.
11811	And that is very good indeed.
11812	We could have had no new money.
11813	It wasn't really like that at all.
11814	What will happen to them now?
11815	The Dream is as hard as they come.
11816	We are not collecting.
11817	I thought the dancing was over.
11818	I think they have got it completely right.
11819	There is a lot of fear.
11820	I've heard it all before.
11821	We are not there yet.
11822	We will not give up on the truth.
11823	Sub Not Used, McCall.
11824	Now they had it.
11825	She died a few days later.
11826	What is their concern?
11827	The difference was amazing.
11828	But it is historic.
11829	I have still to hear about that.
11830	I'm going to win the next two.
11831	You know it was good fun.
11832	They want that school.
11833	They have not changed at all.
11834	One is investment, one is reform.
11835	Structural changes will never be enough.
11836	That was always the danger.
11837	Will they fall in love?
11838	There was nothing sinister in that.
11839	But don't just take my word for it.
11840	Is that what it's about?
11841	And the audience is a surprise.
11842	They worked on it for three hours.
11843	Let's make him a show.
11844	I'd never heard anything like it before.
11845	Would that be for men and women?
11846	The government agreed to pay.
11847	It was a very terrible thing.
11848	Let's not take too much for granted.
11849	It has been an extremely long haul.
11850	I'll need to discuss it with my family.
11851	She is deeply distressed.
11852	Well, there can be no complaints about this one.
11853	They said they would.
11854	You know the score.
11855	I am an innocent man.
11856	The improvement today was fantastic.
11857	I'm looking forward to coming home.
11858	But he did not appear.
11859	The time was right.
11860	It all happened so quickly.
11861	It is working well.
11862	He said nothing of the sort.
11863	It simply doesn't happen.
11864	We wanted to do something different.
11865	I love it here.
11866	Things are on track.
11867	Frankly it was disgusting.
11868	It is a tragedy for the area.
11869	He was not entirely correct.
11870	I'm sorry if any offence has been caused.
11871	There are not enough of them.
11872	It has been a frustrating one.
11873	But we wouldn't want them any other way.
11874	What's in a name?
11875	They are expected to be released today.
11876	We were all afraid.
11877	I hadn't had that before.
11878	That is to miss the point.
11879	It will be a new experience.
11880	I didn't see it.
11881	IT had to happen.
11882	It is a challenge for all of us.
11883	I don't believe in God.
11884	It's good to be back.
11885	It wasn't the second one.
11886	Detectives are still working on the case.
11887	I reported it but nothing was done.
11888	There was much to be positive about.
11889	It wants them to go home.
11890	Yet the improvement in behaviour was huge.
11891	My daughter was really, really innocent.
11892	It will not be easy.
11893	And it will be a challenge.
11894	The power of religion is so strong.
11895	It means a huge amount.
11896	It is a good result.
11897	It was one New Year.
11898	Our policy is already working well.
11899	That's interesting to me.
11900	The injuries are not too serious.
11901	That was no surprise to me.
11902	This has been blown out of all proportion.
11903	There is no escape.
11904	Labour accused the Tory leader of panicking.
11905	This is the crossroads.
11906	He is pretty upset.
11907	Where is the human rights?
11908	It is time to give her a rest.
11909	It's a difficult one to play.
11910	We are seeing a Government in a hurry.
11911	It is a great honour and a privilege.
11912	It was love of Helen and the children.
11913	The lady is right.
11914	Their condition was described as stable.
11915	It was to no avail.
11916	You shouldn't have a stoppage in November.
11917	I'm working on that.
11918	We must not give in to bastards.
11919	Nobody ever knew it had happened.
11920	I've already done that.
11921	It has to be a long-term commitment.
11922	No such remedy has ever been pursued.
11923	Felt good about it.
11924	What's the big idea?
11925	He was a soldier.
11926	It didn't get any better.
11927	I'm not saying he is finished.
11928	That probably wouldn't happen at Liverpool.
11929	We believe we have a strong case.
11930	I lost it at the final whistle.
11931	It doesn't make sense.
11932	I'll go back home and see my family.
11933	He said Mr Holland was a disgrace.
11934	She became very good at it.
11935	The manager knew me very well.
11936	We've got a full house tonight.
11937	If they don't, they won't get what they want.
11938	Make sure you see it.
11939	We are aware of the two incidents.
11940	It was just one of those things.
11941	Calderwood would agree with that.
11942	No-one thought about this.
11943	This is very bad news.
11944	We do need to get the message across.
11945	That did not go down well.
11946	For his opposite number, this was just triumph.
11947	We have to go for it.
11948	I'm surprised that it has taken this approach.
11949	I've already got them in.
11950	Nothing was going to go right.
11951	And it's not funny.
11952	They have learned from that.
11953	That gave us some confidence.
11954	Story time is over - it's a war.
11955	Things are going very well.
11956	You have to have some hope and faith.
11957	He needs to be.
11958	Since the physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows.
11959	Many contemplated ideas about the rainbow have been formed.
11960	I've got a long way to go.
11961	I'll go to the races.
11962	We will be back next year.
11963	I was very, very pleased with our display.
11964	It is a crucial award.
11965	People don't feel safe, including me.
11966	What can you do?
11967	I go in for the parts.
11968	It should be the reverse.
11969	We are a team of hard workers.
11970	And you know something?
11971	We've all been here before.
11972	I had troubles with the producers.
11973	He is trying really hard.
11974	I have no doubt about that.
11975	It is a beautiful country.
11976	I don't believe in gesture politics.
11977	The decision is purely down to the clinic.
11978	I'm just delighted to take it.
11979	This happened on three days inside a week.
11980	I am ready to go.
11981	We are still suffering from that.
11982	We are at the crossroads.
11983	They were at school together.
11984	I am looking forward to getting home.
11985	I didn't understand it.
11986	No one was listening.
11987	I will report in the spring.
11988	It's terrible that this is happening.
11989	He's got the same story.
11990	It is par for the course, of course.
11991	And so it goes on.
11992	The winner will be announced next month.
11993	What was this?
11994	Frankly, the party was not being honest with itself.
11995	I am not a doctor.
11996	It is all in the mind.
11997	I've got to get noticed!
11998	Not that it was needed.
11999	It's up to them to decide.
12000	But we can't have a casino.
12001	I would love to play in Europe again.
12002	The hearing was expected to last six weeks.
12003	This decision is destroying my family.
12004	We reckon we can do very well.
12005	It has been a great day.
12006	We are not with you.
12007	The answer is maybe.
12008	I haven't been able to do it since.
12009	It's about doing things.
12010	That was a good effort.
12011	He had finally had enough.
12012	But not all were so defiant.
12013	We are not going to get carried away.
12014	I told that to the police.
12015	On the other hand, the poster did not help.
12016	But when we do it it is great.
12017	I'm going to win the gold.
12018	It always had to be about the gym.
12019	It is a traffic warden.
12020	That never came to court as a charge.
12021	The latter way is my way.
12022	It is one of those things.
12023	Do they have to create seven majors?
12024	That began as an accident.
12025	It is, though the law is not clear cut.
12026	He will want to utilise the midfield.
12027	This has been very frustrating for him.
12028	The talking cannot go on too long.
12029	I hope that that will be forthcoming.
12030	But experience is a wonderful thing.
12031	Footage has been passed on to the police.
12032	Of course, there was still much to be done.
12033	If he does, he has a real chance of gold.
12034	It was good today.
12035	That tells you something.
12036	It has been a magical moment.
12037	These days are over.
12038	Or so it is hoped.
12039	Entries from the event are still being accepted.
12040	That has proved to be a lasting lesson.
12041	Children also died in Britain.
12042	He said he would appeal the sentences.
12043	If he leaves, the band is finished.
12044	I didn't actually work up a speech.
12045	But he kept on repeating it.
12046	They were understanding and thoroughly deserved their win.
12047	The service will only survive with change.
12048	She has not returned to work.
12049	He is the saviour of South Africa.
12050	The players are obviously keen to do well.
12051	Men should avoid it like the plague.
12052	It's really good fun.
12053	Our positions remains unchanged.
12054	We are expecting a big crowd.
12055	We did not complete the process.
12056	He died later in hospital.
12057	It's still got that at its heart.
12058	Actually, nothing much will change.
12059	There were too many mistakes.
12060	It was totally out of the blue.
12061	Horses are not affected.
12062	It went on forever.
12063	And they are different.
12064	He knows the course.
12065	We are all suffering.
12066	There was no argument.
12067	She is a valuable member of Government.
12068	We are talking about one family.
12069	Everything is so new.
12070	It may take time to get it back.
12071	The answer is yes.
12072	I believe in debate and dialogue.
12073	I would rather say nothing at the moment.
12074	He had a decision to make.
12075	It's the whole package.
12076	This has got to stop.
12077	There is no point of looking any further.
12078	It is a real concern.
12079	Is it the flight?
12080	Scotland doesn't even have a target.
